Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,FTHG,FTAG
31/08/2022,West Ham,Tottenham,3.63,3.74,2.01,1.75,2.1,1.0,1.0
31/08/2022,Man City,Nottm Forest,1.08,12.84,30.99,1.24,4.07,6.0,0.0
31/08/2022,Bournemouth,Wolves,3.53,3.38,2.16,2.11,1.75,0.0,0.0
31/08/2022,Arsenal,Aston Villa,1.47,4.63,7.0,1.75,2.11,2.0,1.0
01/09/2022,Leicester,Man United,3.41,3.81,2.07,1.63,2.3,0.0,1.0
03/09/2022,Everton,Liverpool,7.77,5.06,1.4,1.58,2.4,0.0,0.0
03/09/2022,Brentford,Leeds,2.17,3.59,3.33,1.75,2.1,5.0,2.0
03/09/2022,Chelsea,West Ham,1.55,4.38,6.03,1.74,2.12,2.0,1.0
03/09/2022,Newcastle,Crystal Palace,2.05,3.48,3.8,2.05,1.79,0.0,0.0
03/09/2022,Nottm Forest,Bournemouth,2.02,3.47,3.89,2.1,1.75,2.0,3.0
03/09/2022,Tottenham,Fulham,1.49,4.62,6.54,1.62,2.32,2.0,1.0
03/09/2022,Wolves,Southampton,2.24,3.4,3.33,2.02,1.81,1.0,0.0
03/09/2022,Aston Villa,Man City,8.75,5.63,1.34,1.52,2.54,1.0,1.0
04/09/2022,Man United,Arsenal,2.61,3.55,2.67,1.7,2.18,3.0,1.0
04/09/2022,Brighton,Leicester,1.87,3.6,4.43,1.97,1.86,5.0,2.0
16/09/2022,Aston Villa,Southampton,2.1,3.55,3.53,1.84,1.99,1.0,0.0
16/09/2022,Nottm Forest,Fulham,2.81,3.4,2.57,1.88,1.94,2.0,3.0
17/09/2022,Wolves,Man City,9.25,5.47,1.34,1.58,2.39,0.0,3.0
17/09/2022,Newcastle,Bournemouth,1.47,4.47,7.39,1.82,2.01,1.0,1.0
17/09/2022,Tottenham,Leicester,1.49,4.59,6.7,1.59,2.39,6.0,2.0
18/09/2022,Brentford,Arsenal,4.3,3.91,1.81,1.68,2.21,0.0,3.0
18/09/2022,Everton,West Ham,2.95,3.31,2.5,2.03,1.8,1.0,0.0
01/10/2022,West Ham,Wolves,1.96,3.48,4.12,2.16,1.71,2.0,0.0
01/10/2022,Southampton,Everton,2.19,3.41,3.44,2.0,1.83,1.0,2.0
01/10/2022,Liverpool,Brighton,1.37,5.33,8.25,1.56,2.46,3.0,3.0
01/10/2022,Fulham,Newcastle,3.04,3.46,2.37,1.88,1.94,1.0,4.0
01/10/2022,Crystal Palace,Chelsea,4.29,3.57,1.9,2.04,1.79,1.0,2.0
01/10/2022,Bournemouth,Brentford,3.36,3.44,2.21,1.99,1.84,0.0,0.0
01/10/2022,Arsenal,Tottenham,2.08,3.7,3.48,1.71,2.16,3.0,1.0
02/10/2022,Man City,Man United,1.35,5.7,8.0,1.44,2.79,6.0,3.0
02/10/2022,Leeds,Aston Villa,2.36,3.46,3.03,1.82,2.01,0.0,0.0
03/10/2022,Leicester,Nottm Forest,1.76,4.05,4.41,1.67,2.22,4.0,0.0
08/10/2022,Bournemouth,Leicester,3.53,3.63,2.09,1.84,1.99,2.0,1.0
08/10/2022,Chelsea,Wolves,1.4,4.82,8.5,1.84,1.99,3.0,0.0
08/10/2022,Man City,Southampton,1.12,10.3,21.15,1.25,3.9,4.0,0.0
08/10/2022,Newcastle,Brentford,1.8,3.92,4.38,1.77,2.08,5.0,1.0
08/10/2022,Brighton,Tottenham,2.76,3.47,2.58,1.86,1.98,0.0,1.0
09/10/2022,Everton,Man United,3.56,3.58,2.09,1.85,1.99,1.0,2.0
09/10/2022,Arsenal,Liverpool,2.58,3.72,2.62,1.6,2.38,3.0,2.0
09/10/2022,Crystal Palace,Leeds,2.07,3.62,3.57,1.85,1.99,2.0,1.0
09/10/2022,West Ham,Fulham,1.78,3.9,4.56,1.8,2.04,3.0,1.0
10/10/2022,Nottm Forest,Aston Villa,3.35,3.49,2.19,2.01,1.83,1.0,1.0
14/10/2022,Brentford,Brighton,3.21,3.44,2.3,1.93,1.89,2.0,0.0
15/10/2022,Leicester,Crystal Palace,2.31,3.49,3.12,1.85,1.98,0.0,0.0
15/10/2022,Fulham,Bournemouth,1.89,3.72,4.13,1.9,1.92,2.0,2.0
15/10/2022,Wolves,Nottm Forest,1.72,3.81,5.13,2.02,1.82,1.0,0.0
15/10/2022,Tottenham,Everton,1.49,4.56,6.81,1.76,2.08,2.0,0.0
16/10/2022,Liverpool,Man City,3.74,4.06,1.91,1.46,2.7,1.0,0.0
16/10/2022,Man United,Newcastle,2.0,3.78,3.65,1.7,2.18,0.0,0.0
16/10/2022,Southampton,West Ham,2.96,3.42,2.44,1.93,1.9,1.0,1.0
16/10/2022,Aston Villa,Chelsea,4.54,3.69,1.82,1.98,1.83,0.0,2.0
16/10/2022,Leeds,Arsenal,5.83,4.41,1.56,1.62,2.31,0.0,1.0
18/10/2022,Brighton,Nottm Forest,1.4,4.91,8.19,1.76,2.09,0.0,0.0
18/10/2022,Crystal Palace,Wolves,2.29,3.19,3.46,2.43,1.57,2.0,1.0
19/10/2022,Bournemouth,Southampton,2.72,3.33,2.69,2.05,1.78,0.0,1.0
19/10/2022,Brentford,Chelsea,4.79,3.92,1.74,1.84,1.99,0.0,0.0
19/10/2022,Liverpool,West Ham,1.44,5.01,6.96,1.52,2.54,1.0,0.0
19/10/2022,Newcastle,Everton,1.64,4.05,5.46,1.88,1.94,1.0,0.0
19/10/2022,Man United,Tottenham,2.45,3.57,2.86,1.73,2.13,2.0,0.0
20/10/2022,Fulham,Aston Villa,2.88,3.42,2.51,1.94,1.88,3.0,0.0
20/10/2022,Leicester,Leeds,2.32,3.58,3.03,1.72,2.14,2.0,0.0
22/10/2022,Chelsea,Man United,2.14,3.51,3.5,1.87,1.96,1.0,1.0
22/10/2022,Man City,Brighton,1.21,6.94,14.36,1.47,2.68,3.0,1.0
22/10/2022,Everton,Crystal Palace,2.58,3.18,2.96,2.22,1.67,3.0,0.0
22/10/2022,Nottm Forest,Liverpool,11.31,6.19,1.26,1.5,2.61,1.0,0.0
23/10/2022,Wolves,Leicester,2.3,3.38,3.24,1.95,1.88,0.0,4.0
23/10/2022,Aston Villa,Brentford,2.14,3.5,3.49,1.9,1.92,4.0,0.0
23/10/2022,Leeds,Fulham,2.06,3.62,3.59,1.73,2.13,2.0,3.0
23/10/2022,Southampton,Arsenal,5.78,4.27,1.58,1.67,2.22,1.0,1.0
23/10/2022,Tottenham,Newcastle,2.09,3.58,3.53,1.87,1.96,1.0,2.0
24/10/2022,West Ham,Bournemouth,1.55,4.16,6.2,1.93,1.89,2.0,0.0
29/10/2022,Newcastle,Aston Villa,1.83,3.73,4.41,1.91,1.9,4.0,0.0
29/10/2022,Fulham,Everton,2.36,3.43,3.07,1.84,1.97,0.0,0.0
29/10/2022,Liverpool,Leeds,1.3,6.07,9.16,1.35,3.13,1.0,2.0
29/10/2022,Crystal Palace,Southampton,1.95,3.57,4.03,2.03,1.8,1.0,0.0
29/10/2022,Leicester,Man City,9.66,6.09,1.29,1.44,2.75,0.0,1.0
29/10/2022,Brentford,Wolves,2.2,3.46,3.33,1.96,1.86,1.0,1.0
29/10/2022,Bournemouth,Tottenham,5.1,3.91,1.69,1.9,1.91,2.0,3.0
29/10/2022,Brighton,Chelsea,3.03,3.34,2.41,2.04,1.78,4.0,1.0
30/10/2022,Arsenal,Nottm Forest,1.2,6.96,14.82,1.5,2.57,5.0,0.0
30/10/2022,Man United,West Ham,1.7,4.02,4.85,1.81,2.01,1.0,0.0
05/11/2022,Leeds,Bournemouth,1.74,3.93,4.73,1.79,2.05,4.0,3.0
05/11/2022,Man City,Fulham,1.13,9.74,19.8,1.27,3.79,2.0,1.0
05/11/2022,Nottm Forest,Brentford,2.78,3.39,2.59,1.99,1.84,2.0,2.0
05/11/2022,Wolves,Brighton,3.39,3.33,2.24,2.1,1.75,2.0,3.0
05/11/2022,Everton,Leicester,2.43,3.33,3.03,2.02,1.81,0.0,2.0
06/11/2022,West Ham,Crystal Palace,1.94,3.49,4.18,2.1,1.75,1.0,2.0
06/11/2022,Chelsea,Arsenal,2.64,3.42,2.7,1.89,1.94,0.0,1.0
06/11/2022,Aston Villa,Man United,3.39,3.54,2.15,1.88,1.94,3.0,1.0
06/11/2022,Southampton,Newcastle,4.02,3.66,1.92,1.9,1.92,1.0,4.0
06/11/2022,Tottenham,Liverpool,3.28,3.67,2.16,1.68,2.19,1.0,2.0
12/11/2022,Wolves,Arsenal,6.15,4.26,1.55,1.78,2.05,0.0,2.0
12/11/2022,Newcastle,Chelsea,2.33,3.44,3.11,1.93,1.9,1.0,0.0
12/11/2022,Tottenham,Leeds,1.64,4.26,5.04,1.61,2.33,4.0,3.0
12/11/2022,West Ham,Leicester,2.09,3.51,3.6,1.93,1.89,0.0,2.0
12/11/2022,Liverpool,Southampton,1.25,6.52,11.38,1.41,2.91,3.0,1.0
12/11/2022,Man City,Brentford,1.14,8.92,19.14,1.34,3.24,1.0,2.0
12/11/2022,Nottm Forest,Crystal Palace,3.12,3.24,2.43,2.18,1.69,1.0,0.0
12/11/2022,Bournemouth,Everton,2.86,3.25,2.6,2.15,1.72,3.0,0.0
13/11/2022,Brighton,Aston Villa,1.86,3.71,4.21,1.91,1.91,1.0,2.0
13/11/2022,Fulham,Man United,3.91,3.88,1.89,1.63,2.28,1.0,2.0
26/12/2022,Arsenal,West Ham,1.51,4.39,6.52,1.77,2.07,3.0,1.0
26/12/2022,Brentford,Tottenham,3.85,3.74,1.95,1.8,2.01,2.0,2.0
26/12/2022,Crystal Palace,Fulham,2.07,3.55,3.58,1.97,1.85,0.0,3.0
26/12/2022,Everton,Wolves,2.35,3.25,3.24,2.2,1.68,1.0,2.0
26/12/2022,Leicester,Newcastle,3.24,3.54,2.21,1.83,2.0,0.0,3.0
26/12/2022,Southampton,Brighton,3.4,3.51,2.15,1.89,1.89,1.0,3.0
26/12/2022,Aston Villa,Liverpool,4.51,4.04,1.75,1.65,2.27,1.0,3.0
27/12/2022,Man United,Nottm Forest,1.31,5.51,10.4,1.64,2.27,3.0,0.0
27/12/2022,Chelsea,Bournemouth,1.32,5.46,9.72,1.66,2.23,2.0,0.0
28/12/2022,Leeds,Man City,9.46,5.99,1.3,1.43,2.83,1.0,3.0
30/12/2022,West Ham,Brentford,2.06,3.59,3.64,1.93,1.89,0.0,2.0
30/12/2022,Liverpool,Leicester,1.3,6.03,9.64,1.44,2.8,2.0,1.0
31/12/2022,Wolves,Man United,4.09,3.64,1.92,1.97,1.86,0.0,1.0
31/12/2022,Bournemouth,Crystal Palace,2.91,3.27,2.55,2.13,1.73,0.0,2.0
31/12/2022,Fulham,Southampton,2.02,3.57,3.77,1.74,2.11,2.0,1.0
31/12/2022,Man City,Everton,1.14,8.61,21.51,1.38,3.04,1.0,1.0
31/12/2022,Newcastle,Leeds,1.47,4.73,6.73,1.64,2.29,0.0,0.0
31/12/2022,Brighton,Arsenal,3.46,3.56,2.12,1.84,2.0,2.0,4.0
01/01/2023,Nottm Forest,Chelsea,5.21,3.88,1.69,1.96,1.85,1.0,1.0
01/01/2023,Tottenham,Aston Villa,1.68,4.06,4.94,1.77,2.06,0.0,2.0
02/01/2023,Brentford,Liverpool,5.65,4.52,1.56,1.6,2.37,3.0,1.0
03/01/2023,Arsenal,Newcastle,1.82,3.83,4.39,1.8,2.04,0.0,0.0
03/01/2023,Everton,Brighton,3.56,3.46,2.13,1.99,1.84,1.0,4.0
03/01/2023,Leicester,Fulham,2.23,3.63,3.16,1.74,2.11,0.0,1.0
03/01/2023,Man United,Bournemouth,1.29,5.94,10.56,1.54,2.48,3.0,0.0
04/01/2023,Southampton,Nottm Forest,2.03,3.46,3.82,2.02,1.8,0.0,1.0
04/01/2023,Leeds,West Ham,2.62,3.52,2.65,1.79,2.04,2.0,2.0
04/01/2023,Aston Villa,Wolves,1.99,3.57,3.86,2.05,1.78,1.0,1.0
04/01/2023,Crystal Palace,Tottenham,3.34,3.48,2.19,1.88,1.93,0.0,4.0
05/01/2023,Chelsea,Man City,5.17,4.03,1.66,1.79,2.04,0.0,1.0
12/01/2023,Fulham,Chelsea,3.36,3.54,2.18,1.82,2.01,2.0,1.0
13/01/2023,Aston Villa,Leeds,1.94,3.63,4.02,1.79,2.06,2.0,1.0
14/01/2023,Man United,Man City,4.21,3.9,1.84,1.7,2.19,2.0,1.0
14/01/2023,Brighton,Liverpool,3.31,3.76,2.12,1.58,2.4,3.0,0.0
14/01/2023,Everton,Southampton,2.25,3.39,3.32,2.1,1.76,1.0,2.0
14/01/2023,Nottm Forest,Leicester,2.72,3.4,2.65,1.99,1.85,2.0,0.0
14/01/2023,Wolves,West Ham,2.7,3.27,2.75,2.22,1.68,1.0,0.0
14/01/2023,Brentford,Bournemouth,1.66,4.09,5.2,1.81,2.02,2.0,0.0
15/01/2023,Chelsea,Crystal Palace,1.66,3.93,5.47,1.98,1.85,1.0,0.0
15/01/2023,Newcastle,Fulham,1.52,4.42,6.32,1.74,2.12,1.0,0.0
15/01/2023,Tottenham,Arsenal,3.24,3.63,2.18,1.79,2.04,0.0,2.0
18/01/2023,Crystal Palace,Man United,4.56,3.78,1.8,1.93,1.9,1.0,1.0
19/01/2023,Man City,Tottenham,1.37,5.41,8.06,1.53,2.51,4.0,2.0
21/01/2023,West Ham,Everton,1.8,3.68,4.76,2.08,1.77,2.0,0.0
21/01/2023,Crystal Palace,Newcastle,4.4,3.58,1.88,2.14,1.73,0.0,0.0
21/01/2023,Southampton,Aston Villa,2.88,3.38,2.53,2.03,1.8,0.0,1.0
21/01/2023,Liverpool,Chelsea,1.89,3.82,4.08,1.71,2.18,0.0,0.0
21/01/2023,Bournemouth,Nottm Forest,2.76,3.18,2.76,2.28,1.65,1.0,1.0
21/01/2023,Leicester,Brighton,3.51,3.65,2.08,1.83,2.01,2.0,2.0
22/01/2023,Leeds,Brentford,2.38,3.67,2.89,1.68,2.21,0.0,0.0
22/01/2023,Man City,Wolves,1.2,7.38,14.81,1.49,2.62,3.0,0.0
22/01/2023,Arsenal,Man United,1.86,3.86,4.08,1.7,2.17,3.0,2.0
23/01/2023,Fulham,Tottenham,3.25,3.75,2.13,1.73,2.13,0.0,1.0
03/02/2023,Chelsea,Fulham,1.64,4.05,5.55,1.88,1.95,0.0,0.0
04/02/2023,Newcastle,West Ham,1.62,3.92,6.03,2.06,1.78,1.0,1.0
04/02/2023,Wolves,Liverpool,4.02,3.85,1.88,1.79,2.05,3.0,0.0
04/02/2023,Brighton,Bournemouth,1.35,5.22,9.18,1.71,2.18,1.0,0.0
04/02/2023,Man United,Crystal Palace,1.4,4.83,8.33,1.85,1.99,2.0,1.0
04/02/2023,Aston Villa,Leicester,1.99,3.64,3.83,1.91,1.92,2.0,4.0
04/02/2023,Everton,Arsenal,8.22,4.75,1.41,1.84,1.99,1.0,0.0
04/02/2023,Brentford,Southampton,1.89,3.64,4.21,1.99,1.84,3.0,0.0
05/02/2023,Nottm Forest,Leeds,2.64,3.43,2.71,1.91,1.93,1.0,0.0
05/02/2023,Tottenham,Man City,4.43,4.16,1.75,1.64,2.27,1.0,0.0
08/02/2023,Man United,Leeds,1.47,4.83,6.54,1.6,2.37,2.0,2.0
11/02/2023,Southampton,Wolves,3.03,3.18,2.54,2.29,1.64,1.0,2.0
11/02/2023,West Ham,Chelsea,3.4,3.29,2.27,2.24,1.67,1.0,1.0
11/02/2023,Arsenal,Brentford,1.45,4.72,7.52,1.73,2.14,1.0,1.0
11/02/2023,Crystal Palace,Brighton,3.81,3.51,2.04,2.05,1.79,1.0,1.0
11/02/2023,Fulham,Nottm Forest,1.93,3.56,4.22,2.06,1.78,2.0,0.0
11/02/2023,Leicester,Tottenham,3.39,3.64,2.13,1.75,2.11,4.0,1.0
11/02/2023,Bournemouth,Newcastle,6.39,4.06,1.57,2.02,1.83,1.0,1.0
12/02/2023,Man City,Aston Villa,1.25,6.59,11.89,1.49,2.62,3.0,1.0
12/02/2023,Leeds,Man United,3.86,3.85,1.92,1.65,2.27,0.0,2.0
13/02/2023,Liverpool,Everton,1.53,4.38,6.23,1.78,2.06,2.0,0.0
15/02/2023,Arsenal,Man City,2.93,3.51,2.42,1.85,1.99,1.0,3.0
18/02/2023,Aston Villa,Arsenal,4.43,3.71,1.84,1.98,1.86,2.0,4.0
18/02/2023,Brentford,Crystal Palace,1.86,3.54,4.59,2.14,1.72,1.0,1.0
18/02/2023,Brighton,Fulham,1.67,4.06,5.15,1.75,2.11,0.0,1.0
18/02/2023,Chelsea,Southampton,1.38,4.76,9.42,1.93,1.9,0.0,1.0
18/02/2023,Everton,Leeds,2.48,3.31,2.99,2.08,1.77,1.0,0.0
18/02/2023,Nottm Forest,Man City,10.01,5.62,1.31,1.64,2.28,1.0,1.0
18/02/2023,Wolves,Bournemouth,1.68,3.81,5.53,2.08,1.76,0.0,1.0
18/02/2023,Newcastle,Liverpool,2.57,3.51,2.75,1.79,2.04,0.0,2.0
19/02/2023,Tottenham,West Ham,1.83,3.76,4.39,1.84,1.99,2.0,0.0
19/02/2023,Man United,Leicester,1.62,4.32,5.22,1.62,2.32,3.0,0.0
24/02/2023,Fulham,Wolves,2.54,3.22,3.0,2.23,1.67,1.0,1.0
25/02/2023,Everton,Aston Villa,2.54,3.21,2.98,2.27,1.65,0.0,2.0
25/02/2023,Leeds,Southampton,1.99,3.57,3.89,2.01,1.82,1.0,0.0
25/02/2023,Leicester,Arsenal,4.73,4.09,1.71,1.67,2.23,0.0,1.0
25/02/2023,West Ham,Nottm Forest,1.78,3.61,4.97,2.17,1.71,4.0,0.0
25/02/2023,Bournemouth,Man City,10.21,5.81,1.3,1.56,2.45,1.0,4.0
25/02/2023,Crystal Palace,Liverpool,4.7,3.93,1.74,1.82,2.02,0.0,0.0
26/02/2023,Tottenham,Chelsea,2.54,3.33,2.91,2.04,1.81,2.0,0.0
01/03/2023,Arsenal,Everton,1.36,5.04,9.33,1.82,2.02,4.0,0.0
01/03/2023,Liverpool,Wolves,1.49,4.59,6.6,1.73,2.14,2.0,0.0
04/03/2023,Wolves,Tottenham,3.31,3.36,2.27,2.09,1.76,1.0,0.0
04/03/2023,Southampton,Leicester,2.77,3.31,2.64,2.03,1.81,1.0,0.0
04/03/2023,Chelsea,Leeds,1.64,4.02,5.52,1.9,1.93,1.0,0.0
04/03/2023,Man City,Newcastle,1.48,4.59,6.76,1.71,2.17,2.0,0.0
04/03/2023,Aston Villa,Crystal Palace,2.07,3.32,3.88,2.28,1.64,1.0,0.0
04/03/2023,Arsenal,Bournemouth,1.22,6.82,13.83,1.58,2.41,3.0,2.0
04/03/2023,Brighton,West Ham,1.79,3.8,4.61,1.93,1.9,4.0,0.0
05/03/2023,Nottm Forest,Everton,2.68,3.08,2.92,2.47,1.54,2.0,2.0
05/03/2023,Liverpool,Man United,2.4,3.68,2.85,1.65,2.27,7.0,0.0
06/03/2023,Brentford,Fulham,2.0,3.65,3.71,1.89,1.93,3.0,2.0
11/03/2023,Crystal Palace,Man City,9.05,5.12,1.36,1.75,2.05,0.0,1.0
11/03/2023,Leicester,Chelsea,3.83,3.56,2.0,1.98,1.85,1.0,3.0
11/03/2023,Tottenham,Nottm Forest,1.44,4.62,7.52,1.82,2.01,3.0,1.0
11/03/2023,Everton,Brentford,2.71,3.2,2.76,2.25,1.66,1.0,0.0
11/03/2023,Bournemouth,Liverpool,7.07,4.95,1.43,1.62,2.31,1.0,0.0
11/03/2023,Leeds,Brighton,3.84,3.67,1.97,1.85,1.98,2.0,2.0
12/03/2023,Fulham,Arsenal,5.74,4.17,1.59,1.81,2.02,0.0,3.0
12/03/2023,Man United,Southampton,1.34,5.26,9.22,1.63,2.28,0.0,0.0
12/03/2023,West Ham,Aston Villa,2.23,3.37,3.36,2.03,1.8,1.0,1.0
12/03/2023,Newcastle,Wolves,1.67,3.81,5.47,2.15,1.72,2.0,1.0
15/03/2023,Brighton,Crystal Palace,1.46,4.44,7.58,1.89,1.92,1.0,0.0
15/03/2023,Southampton,Brentford,2.97,3.31,2.46,2.06,1.77,0.0,2.0
17/03/2023,Nottm Forest,Newcastle,5.58,3.83,1.67,2.04,1.8,1.0,2.0
18/03/2023,Chelsea,Everton,1.49,4.18,7.62,2.08,1.76,2.0,2.0
18/03/2023,Southampton,Tottenham,4.56,3.68,1.82,2.0,1.83,3.0,3.0
18/03/2023,Wolves,Leeds,2.28,3.23,3.41,2.27,1.65,2.0,4.0
18/03/2023,Aston Villa,Bournemouth,1.72,3.85,4.99,1.92,1.9,3.0,0.0
18/03/2023,Brentford,Leicester,1.95,3.7,3.85,1.85,1.98,1.0,1.0
19/03/2023,Arsenal,Crystal Palace,1.26,5.93,12.83,1.73,2.14,4.0,1.0
01/04/2023,Man City,Liverpool,1.64,4.2,5.19,1.65,2.27,4.0,1.0
01/04/2023,Arsenal,Leeds,1.29,5.84,10.48,1.53,2.51,4.0,1.0
01/04/2023,Bournemouth,Fulham,2.56,3.34,2.84,2.04,1.8,2.0,1.0
01/04/2023,Brighton,Brentford,1.67,4.08,5.05,1.76,2.09,3.0,3.0
01/04/2023,Crystal Palace,Leicester,2.54,3.24,2.94,2.17,1.7,2.0,1.0
01/04/2023,Nottm Forest,Wolves,2.96,3.13,2.61,2.38,1.59,1.0,1.0
01/04/2023,Chelsea,Aston Villa,1.68,3.83,5.4,1.93,1.89,0.0,2.0
02/04/2023,Newcastle,Man United,2.41,3.45,2.96,1.9,1.91,2.0,0.0
02/04/2023,West Ham,Southampton,1.76,3.74,4.87,2.05,1.79,1.0,0.0
03/04/2023,Everton,Tottenham,3.41,3.36,2.21,2.06,1.74,1.0,1.0
04/04/2023,Bournemouth,Brighton,5.94,4.29,1.57,1.8,2.04,0.0,2.0
04/04/2023,Leeds,Nottm Forest,1.73,3.83,5.05,1.96,1.88,2.0,1.0
04/04/2023,Leicester,Aston Villa,2.58,3.41,2.79,1.94,1.89,1.0,2.0
04/04/2023,Chelsea,Liverpool,2.25,3.46,3.28,1.91,1.92,0.0,0.0
05/04/2023,Man United,Brentford,1.65,4.17,5.07,1.71,2.16,1.0,0.0
05/04/2023,West Ham,Newcastle,3.53,3.41,2.15,2.14,1.73,1.0,5.0
08/04/2023,Tottenham,Brighton,2.56,3.56,2.69,1.81,2.01,2.0,1.0
08/04/2023,Southampton,Man City,12.48,6.19,1.25,1.6,2.35,1.0,4.0
08/04/2023,Wolves,Chelsea,4.14,3.47,1.95,2.16,1.7,1.0,0.0
08/04/2023,Leicester,Bournemouth,1.88,3.72,4.11,1.85,1.97,0.0,1.0
08/04/2023,Man United,Everton,1.5,4.37,6.75,1.83,1.99,2.0,0.0
08/04/2023,Brentford,Newcastle,3.57,3.46,2.1,2.0,1.83,1.0,2.0
08/04/2023,Aston Villa,Nottm Forest,1.62,4.09,5.55,1.91,1.91,2.0,0.0
08/04/2023,Fulham,West Ham,2.79,3.24,2.66,2.17,1.7,0.0,1.0
09/04/2023,Leeds,Crystal Palace,2.11,3.41,3.59,2.14,1.72,1.0,5.0
09/04/2023,Liverpool,Arsenal,2.79,3.69,2.41,1.64,2.28,2.0,2.0
15/04/2023,Man City,Leicester,1.16,8.49,17.32,1.34,3.24,3.0,1.0
15/04/2023,Tottenham,Bournemouth,1.47,4.6,6.83,1.69,2.2,2.0,3.0
15/04/2023,Southampton,Crystal Palace,2.82,3.2,2.68,2.28,1.64,0.0,2.0
15/04/2023,Wolves,Brentford,2.52,3.23,3.0,2.24,1.67,2.0,0.0
